"157,167,106"	
"158,170,108"	
"165,187,122"	
"165,187,122"	
"164,186,121"	
"186,207,150"	
"185,206,149"	
"181,205,147"	
"160,179,113"	
"161,180,114"	
"162,181,115"	
"154,157,102"	
"155,158,103"	
"149,152,97"	
"175,181,133"	
"173,179,131"	
"169,177,128"	
"167,178,109"	
"167,178,109"	
"165,176,107"	
"212,196,145"	
"215,199,148"	
"204,191,139"	
"173,192,136"	
"175,194,138"	
"174,193,137"	
"173,195,123"	
"176,198,126"	
"175,197,125"	
"165,173,132"	
"161,169,130"	
"159,165,127"	
"156,175,109"	
"154,173,107"	
"154,173,107"	
"180,192,126"	
"177,189,123"	
"176,188,122"	
"159,170,110"	
"155,166,106"	
"154,165,105"	
"152,164,118"	
"152,164,118"	
"151,163,117"	
"142,149,95"	
"141,148,94"	
"137,145,88"	
"173,184,118"	
"175,186,120"	
"175,186,118"	
"148,164,99"	
"143,159,94"	
"139,155,90"	
"187,185,136"	
"141,139,90"	
"161,159,110"	
"193,213,154"	
"192,212,153"	
"190,210,151"	
"175,193,135"	
"174,192,134"	
"172,190,132"	
"184,196,134"	
"183,195,133"	
"182,194,132"	
"188,198,148"	
"183,193,143"	
"192,200,151"	
"171,194,140"	
"170,193,139"	
"172,195,141"	
"170,180,130"	
"172,182,132"	
"174,182,133"	
"148,163,98"	
"153,168,103"	
"154,166,100"	
"166,178,132"	
"166,178,132"	
"165,177,131"	
"176,186,136"	
"195,205,155"	
"230,240,190"	
"159,175,104"	
"157,173,102"	
"160,176,105"	
"199,209,140"	
"200,210,141"	
"201,210,143"	
"161,149,109"	
"165,153,113"	
"165,153,115"	
"192,179,137"	
"192,179,137"	
"199,186,144"	
"177,184,130"	
"180,187,133"	
"180,187,133"	
"179,207,122"	
"185,213,128"	
"190,218,133"	
"85,112,19"	
"85,112,19"	
"89,116,23"	
"83,106,18"	
"84,107,19"	
"83,103,16"	
"99,130,60"	
"109,140,70"	
"100,131,61"	
"129,157,80"	
"126,154,79"	
"125,153,78"	
"57,86,2"	
"57,86,2"	
"55,84,0"	
"134,160,86"	
"133,159,85"	
"142,168,94"	
"164,202,117"	
"164,202,117"	
"160,198,111"	
"144,177,86"	
"146,179,88"	
"149,182,91"	
"95,133,56"	
"96,134,57"	
"95,133,56"	
"164,188,104"	
"165,189,105"	
"164,188,104"	
"114,136,51"	
"115,135,50"	
"112,132,45"	
"105,127,44"	
"105,127,42"	
"104,126,41"	
"124,155,88"	
"120,151,84"	
"119,150,83"	
"147,166,61"	
"149,168,63"	
"158,177,70"	
"107,130,52"	
"110,133,55"	
"105,129,51"	
"163,183,111"	
"171,191,119"	
"177,195,121"	
"159,158,91"	
"159,158,91"	
"161,161,91"	
"138,143,61"	
"133,138,56"	
"134,142,59"	
"171,155,103"	
"170,155,100"	
"173,158,103"	
"113,122,29"	
"112,121,28"	
"110,119,26"	
"177,184,80"	
"180,189,84"	
"178,187,82"	
"139,150,54"	
"145,156,60"	
"144,155,59"	
"157,141,89"	
"163,147,95"	
"161,148,95"	
"167,188,109"	
"176,195,116"	
"167,186,107"	
"141,164,86"	
"138,161,83"	
"137,162,81"	
"127,151,75"	
"126,148,73"	
"124,146,71"	
"166,175,70"	
"165,174,69"	
"167,174,71"	
"154,178,100"	
"152,179,100"	
"154,181,102"	
"145,160,77"	
"139,154,71"	
"136,151,68"	
"119,129,42"	
"119,129,42"	
"118,128,41"	
"129,122,52"	
"128,121,51"	
"127,120,52"	
"125,141,70"	
"124,140,69"	
"125,138,66"	
"162,168,96"	
"163,169,97"	
"167,173,101"	
"170,184,105"	
"170,184,105"	
"168,183,102"	
"222,200,159"	
"243,221,180"	
"246,224,183"	
"185,144,90"	
"184,143,89"	
"187,146,92"	
"162,175,105"	
"163,176,106"	
"161,174,104"	
"163,178,97"	
"159,174,93"	
"157,172,91"	
"163,158,67"	
"166,161,70"	
"180,174,86"	
"126,144,62"	
"124,142,60"	
"121,139,57"	
"160,175,72"	
"163,176,71"	
"165,178,73"	
